INDIVIDUAL_ID,INCOME,HAS_CHILDREN,LENGTH_OF_RESIDENCE,MARITAL_STATUS,HOME_MARKET_VALUE,HOME_OWNER,COLLEGE_DEGREE,GOOD_CREDIT
221300352583.0,225000.0,0.0,4.0,Single,250000 - 274999,1,0,1
221300351561.0,32500.0,1.0,10.0,Married,25000 - 49999,1,0,1
221300350428.0,37500.0,0.0,15.0,Married,25000 - 49999,1,0,1
221300343115.0,125000.0,1.0,4.0,Married,175000 - 199999,1,1,1
221300337191.0,125000.0,1.0,0.0,Married,,0,0,1
221300347303.0,87500.0,1.0,11.0,Married,100000 - 124999,1,1,1
221300346607.0,80372.176,0.0,2.0,,50000 - 74999,1,0,1
221300321360.0,125000.0,1.0,3.0,Married,175000 - 199999,1,1,0
221300433810.0,87500.0,0.0,10.0,Married,150000 - 174999,1,0,1
221300413157.0,87500.0,0.0,1.0,Single,750000 - 999999,1,0,0
221300411634.0,62500.0,1.0,5.0,Married,100000 - 124999,1,0,1
221300411449.0,27500.0,1.0,15.0,Married,75000 - 99999,1,1,1
221300638892.0,125000.0,1.0,15.0,Married,100000 - 124999,1,0,1
221300633853.0,225000.0,0.0,7.0,Married,200000 - 224999,1,1,1
221303234493.0,87500.0,0.0,13.0,Single,150000 - 174999,1,1,1
221303233813.0,5000.0,1.0,3.0,Single,50000 - 74999,0,0,0
221303245463.0,42500.0,0.0,15.0,Married,75000 - 99999,1,1,0
221303241591.0,125000.0,0.0,8.0,Single,75000 - 99999,1,1,1
221302904325.0,80372.176,0.0,0.0,,100000 - 124999,1,0,1
221302891208.0,5000.0,1.0,15.0,Single,25000 - 49999,1,0,0
221302887331.0,62500.0,0.0,0.0,Married,100000 - 124999,1,0,0
221302887169.0,125000.0,1.0,0.0,Married,,0,0,1
221302886500.0,47500.0,0.0,0.0,Single,,0,0,1
221302880361.0,62500.0,0.0,2.0,Single,75000 - 99999,0,1,1
221302879456.0,125000.0,0.0,10.0,Married,100000 - 124999,1,0,1
221302875308.0,80372.176,0.0,0.0,,125000 - 149999,1,0,1
221302873610.0,87500.0,1.0,2.0,Married,125000 - 149999,1,1,1
221302869374.0,80372.176,0.0,6.801,,150000 - 174999,0,1,1
221302835421.0,37500.0,1.0,7.0,Married,75000 - 99999,0,0,1
221302831226.0,80372.176,0.0,6.801,,300000 - 349999,0,0,1
221302828674.0,87500.0,0.0,4.0,Single,175000 - 199999,1,1,1
221302812358.0,87500.0,0.0,3.0,Single,125000 - 149999,1,0,1
221302811670.0,37500.0,0.0,4.0,Married,75000 - 99999,1,1,1
221302808389.0,70000.0,0.0,2.0,Married,75000 - 99999,1,0,1
221302860920.0,47500.0,1.0,0.0,Married,100000 - 124999,1,0,1
221302860447.0,87500.0,1.0,3.0,Married,150000 - 174999,1,0,1
221302860213.0,32500.0,0.0,0.0,,,0,0,1
221302857706.0,125000.0,1.0,15.0,Single,125000 - 149999,1,1,1
221302855033.0,87500.0,1.0,1.0,Married,125000 - 149999,1,1,1
221302847310.0,125000.0,0.0,15.0,Married,150000 - 174999,1,1,1
221302847292.0,57500.0,0.0,2.0,Single,125000 - 149999,1,0,1
221302846798.0,17500.0,0.0,8.0,Single,200000 - 224999,1,0,1
221301669451.0,70000.0,1.0,15.0,Married,75000 - 99999,1,0,1
221301668729.0,187500.0,1.0,15.0,Married,75000 - 99999,1,0,1
221301661764.0,87500.0,1.0,15.0,Married,150000 - 174999,1,0,1
221302991886.0,87500.0,0.0,1.0,Single,75000 - 99999,1,1,1
221302970328.0,80372.176,0.0,2.0,,100000 - 124999,1,0,1
221302969063.0,80372.176,0.0,4.0,,75000 - 99999,0,0,1
221302047702.0,70000.0,1.0,3.0,Married,75000 - 99999,1,0,1
221302047100.0,80372.176,0.0,0.0,,75000 - 99999,1,0,1
221302043623.0,87500.0,1.0,15.0,Single,75000 - 99999,1,0,1
221302032002.0,250000.0,1.0,5.0,Married,200000 - 224999,1,0,1
221302030473.0,80372.176,0.0,12.0,Married,225000 - 249999,1,0,1
221302022984.0,70000.0,1.0,5.0,Married,125000 - 149999,1,0,1
221302020027.0,37500.0,1.0,15.0,Married,50000 - 74999,1,1,1
221302019819.0,17500.0,1.0,3.0,Single,250000 - 274999,1,0,1
221302014702.0,70000.0,1.0,15.0,Married,75000 - 99999,1,1,1
221303017105.0,42500.0,0.0,13.0,Married,1000 - 24999,1,0,1
221303016809.0,80372.176,0.0,6.801,,25000 - 49999,0,0,1
221303008864.0,125000.0,1.0,2.0,Married,150000 - 174999,1,1,1
221300869002.0,80372.176,0.0,6.801,,50000 - 74999,0,0,1
221300868566.0,80372.176,0.0,0.0,,,0,1,1
221300866465.0,80372.176,1.0,6.801,,100000 - 124999,0,0,1
221300856509.0,47500.0,0.0,0.0,,,0,0,1
221300851275.0,70000.0,1.0,3.0,Married,100000 - 124999,1,0,0
221300487039.0,62500.0,1.0,10.0,Married,125000 - 149999,1,0,1
221300484170.0,27500.0,0.0,15.0,Married,50000 - 74999,1,1,1
221300483762.0,70000.0,1.0,0.0,Married,,0,0,0
221300480615.0,70000.0,0.0,1.0,Married,125000 - 149999,1,0,1
221300479131.0,37500.0,1.0,15.0,Married,50000 - 74999,1,0,1
221300476959.0,125000.0,0.0,15.0,Married,100000 - 124999,1,0,1
221300468841.0,250000.0,1.0,15.0,Married,200000 - 224999,1,1,1
221300465353.0,37500.0,0.0,1.0,,125000 - 149999,1,0,1
221300461413.0,57500.0,0.0,1.0,Single,,0,0,1
221300456702.0,80372.176,1.0,6.0,,125000 - 149999,0,0,1
221300456578.0,225000.0,0.0,14.0,Married,150000 - 174999,1,0,1
221300537201.0,125000.0,1.0,12.0,Single,50000 - 74999,1,0,0
221300530783.0,57500.0,0.0,3.0,Single,,1,0,1
221300526450.0,87500.0,1.0,15.0,Married,100000 - 124999,1,0,1
221300520185.0,70000.0,0.0,7.0,Single,75000 - 99999,1,0,1
221300513973.0,125000.0,1.0,15.0,Married,150000 - 174999,1,0,1
221300885917.0,42500.0,1.0,15.0,Married,75000 - 99999,1,0,1
221300878115.0,87500.0,1.0,2.0,Married,100000 - 124999,1,0,1
221301126474.0,70000.0,1.0,12.0,Married,100000 - 124999,1,0,1
221301125719.0,37500.0,0.0,7.0,Married,125000 - 149999,1,1,1
221301122065.0,80372.176,0.0,2.0,,50000 - 74999,1,0,1
221301104624.0,12500.0,1.0,13.0,Married,75000 - 99999,1,0,0
221301103656.0,22500.0,1.0,6.0,Married,50000 - 74999,0,0,0
221301100185.0,125000.0,1.0,15.0,Married,100000 - 124999,1,1,1
221301098690.0,70000.0,1.0,0.0,Single,,0,0,1
221301053347.0,87500.0,1.0,11.0,Married,100000 - 124999,1,1,1
221301048700.0,12500.0,0.0,6.0,Single,75000 - 99999,1,0,0
221301075471.0,70000.0,1.0,2.0,Married,175000 - 199999,1,0,1
221301073409.0,87500.0,0.0,1.0,Single,400000 - 449999,0,0,1
221301057908.0,5000.0,0.0,6.801,Single,50000 - 74999,0,0,0
221301053683.0,62500.0,1.0,3.0,Married,75000 - 99999,1,0,1
221301046733.0,62500.0,0.0,6.0,Married,200000 - 224999,1,0,1
221301037539.0,80372.176,0.0,6.801,Single,300000 - 349999,0,1,1
221301212024.0,70000.0,0.0,15.0,Married,75000 - 99999,1,0,1
221301208112.0,125000.0,0.0,3.0,Married,75000 - 99999,1,0,1
221301845484.0,125000.0,0.0,0.0,Single,,0,1,1
221301843943.0,37500.0,0.0,1.0,Married,50000 - 74999,1,1,1
221301830319.0,250000.0,0.0,13.0,Married,100000 - 124999,1,0,1
221301770943.0,87500.0,0.0,8.0,Married,50000 - 74999,1,0,1
221301920635.0,70000.0,0.0,15.0,Single,50000 - 74999,1,0,1
221301915895.0,87500.0,1.0,7.0,Single,175000 - 199999,1,0,1
221301914075.0,22500.0,1.0,15.0,Married,25000 - 49999,1,0,0
221300798139.0,70000.0,0.0,6.801,Single,350000 - 399999,0,1,0
221300797398.0,70000.0,1.0,0.0,Married,,0,1,0
221300790560.0,162500.0,1.0,3.0,Married,175000 - 199999,1,0,1
221300546327.0,70000.0,1.0,7.0,Married,75000 - 99999,1,0,1
221300544662.0,80372.176,0.0,6.801,,125000 - 149999,0,0,1
221300541781.0,87500.0,0.0,10.0,Single,225000 - 249999,1,1,1
221300523377.0,80372.176,0.0,0.0,,200000 - 224999,0,1,1
221300519132.0,62500.0,1.0,3.0,Married,75000 - 99999,1,0,0
221300514717.0,87500.0,1.0,8.0,Married,175000 - 199999,1,0,1
221300929623.0,225000.0,1.0,6.0,Married,200000 - 224999,1,0,1
221300919873.0,87500.0,1.0,9.0,Single,100000 - 124999,1,0,1
221300919460.0,87500.0,1.0,15.0,Married,100000 - 124999,1,0,1
221300906688.0,80372.176,0.0,6.801,,100000 - 124999,0,0,1
221300905984.0,80372.176,0.0,0.0,,,0,0,0
221300901242.0,125000.0,1.0,15.0,Married,125000 - 149999,1,0,1
221300895590.0,80372.176,0.0,6.801,,75000 - 99999,0,0,1
221300891151.0,125000.0,1.0,15.0,Married,150000 - 174999,1,0,1
221300792487.0,80372.176,0.0,1.0,Married,250000 - 274999,1,0,1
221300789394.0,125000.0,1.0,15.0,Married,100000 - 124999,1,0,1
221300787513.0,17500.0,0.0,15.0,Single,50000 - 74999,1,1,1
221300786140.0,80372.176,0.0,6.801,,125000 - 149999,0,1,1
221300781854.0,87500.0,1.0,15.0,Married,125000 - 149999,1,0,1
221300780700.0,80372.176,0.0,6.801,,75000 - 99999,0,0,1
221301010640.0,47500.0,1.0,8.0,Married,100000 - 124999,1,1,1
221301009905.0,87500.0,1.0,1.0,Single,100000 - 124999,1,0,0
221301004897.0,22500.0,1.0,10.0,Married,50000 - 74999,1,0,0
221301000670.0,80372.176,0.0,15.0,Single,25000 - 49999,1,0,0
221300993095.0,27500.0,0.0,4.0,Married,125000 - 149999,1,0,1
221303189511.0,87500.0,0.0,2.0,Single,100000 - 124999,1,0,1
221303258471.0,87500.0,1.0,7.0,Married,100000 - 124999,1,0,1
221303257665.0,80372.176,0.0,1.0,,100000 - 124999,1,0,1
221303250968.0,80372.176,1.0,0.0,,25000 - 49999,1,0,0
221303246719.0,80372.176,0.0,6.801,,125000 - 149999,0,0,1
221303242491.0,37500.0,0.0,15.0,Married,75000 - 99999,1,0,1
221303241210.0,250000.0,1.0,5.0,Married,225000 - 249999,1,1,1
221303236348.0,70000.0,1.0,13.0,Single,50000 - 74999,1,0,1
221303233394.0,125000.0,1.0,7.0,Single,150000 - 174999,1,1,1
221303179018.0,80372.176,0.0,6.801,,50000 - 74999,0,0,0
221303172908.0,70000.0,0.0,4.0,Married,175000 - 199999,1,0,1
221303171303.0,80372.176,0.0,6.801,,100000 - 124999,0,0,0
221303156722.0,80372.176,0.0,0.0,,75000 - 99999,1,0,1
221303229251.0,70000.0,0.0,1.0,Married,200000 - 224999,1,0,1
221303229178.0,250000.0,1.0,7.0,Single,175000 - 199999,1,0,1
221303303256.0,5000.0,1.0,3.0,Married,125000 - 149999,0,0,0
221303301883.0,80372.176,0.0,6.801,,200000 - 224999,0,0,0
221303301579.0,37500.0,0.0,6.801,Single,75000 - 99999,0,0,0
221303298233.0,62500.0,0.0,15.0,Single,175000 - 199999,0,0,0
221303270009.0,80372.176,0.0,6.801,,100000 - 124999,0,0,1
221303254923.0,80372.176,0.0,0.0,,75000 - 99999,1,0,0
221303254000.0,80372.176,0.0,1.0,,25000 - 49999,1,1,0
221303223484.0,87500.0,1.0,14.0,Married,125000 - 149999,1,0,1
221303218101.0,162500.0,1.0,9.0,Married,200000 - 224999,1,1,1
221303216868.0,47500.0,0.0,11.0,Single,75000 - 99999,1,0,1
221303215485.0,32500.0,0.0,15.0,Single,75000 - 99999,0,1,0
221303214058.0,87500.0,0.0,0.0,,,0,0,1
221303211469.0,80372.176,0.0,1.0,,50000 - 74999,0,1,0
221303207372.0,80372.176,0.0,2.0,,75000 - 99999,1,0,1
221301437098.0,47500.0,0.0,2.0,Single,150000 - 174999,0,0,1
221301436107.0,37500.0,0.0,15.0,Married,100000 - 124999,1,0,1
221301435926.0,87500.0,0.0,15.0,Married,175000 - 199999,1,0,1
221301430075.0,80372.176,0.0,6.801,,300000 - 349999,0,0,1
221301428860.0,52500.0,0.0,1.0,Single,75000 - 99999,1,0,1
221301423388.0,57500.0,1.0,15.0,Married,50000 - 74999,1,1,1
221301417399.0,80372.176,0.0,6.801,,75000 - 99999,0,0,1
221301398497.0,70000.0,1.0,5.0,Single,175000 - 199999,0,1,1
221303151813.0,125000.0,0.0,0.0,Married,150000 - 174999,1,1,1
221303145510.0,125000.0,1.0,2.0,Married,125000 - 149999,1,0,0
221303145164.0,52500.0,1.0,11.0,Single,100000 - 124999,1,0,0
221303264156.0,80372.176,0.0,1.0,,100000 - 124999,0,0,1
221303261272.0,70000.0,0.0,8.0,Single,400000 - 449999,1,0,1
221303259175.0,37500.0,0.0,6.801,Single,75000 - 99999,0,0,1
221302921546.0,62500.0,1.0,4.0,Single,100000 - 124999,1,1,1
221302835679.0,80372.176,0.0,6.801,,125000 - 149999,0,0,1
221302834328.0,80372.176,1.0,6.801,Single,75000 - 99999,0,0,1
221302831375.0,80372.176,0.0,0.0,,225000 - 249999,1,0,1
221302828429.0,57500.0,0.0,1.0,,1000 - 24999,1,0,1
221302824461.0,70000.0,1.0,2.0,Single,225000 - 249999,1,0,1
221302819554.0,87500.0,1.0,8.0,Married,150000 - 174999,1,1,1
221302812658.0,80372.176,0.0,0.0,,125000 - 149999,1,0,1
221301524289.0,70000.0,0.0,0.0,Married,100000 - 124999,1,0,1
221301521209.0,80372.176,0.0,6.801,,125000 - 149999,0,1,1
221301507005.0,80372.176,0.0,0.0,,100000 - 124999,1,0,1
221301495869.0,57500.0,1.0,0.0,Single,,0,0,1
221302826288.0,125000.0,1.0,15.0,Married,125000 - 149999,1,0,1
221302825276.0,42500.0,0.0,5.0,Single,50000 - 74999,1,0,1
221302821505.0,87500.0,1.0,1.0,Married,350000 - 399999,1,0,1
221302817111.0,70000.0,0.0,4.0,Single,75000 - 99999,1,0,1
221302806835.0,52500.0,1.0,8.0,Married,75000 - 99999,1,1,1
221302802565.0,12500.0,0.0,15.0,Married,50000 - 74999,1,0,0
221301560252.0,87500.0,1.0,15.0,Married,75000 - 99999,1,0,1
221301554611.0,80372.176,0.0,2.0,Single,300000 - 349999,0,1,0
221303123924.0,80372.176,0.0,0.0,,25000 - 49999,1,0,0
221303123253.0,37500.0,0.0,15.0,Married,100000 - 124999,1,0,1
221303117868.0,70000.0,0.0,15.0,Single,125000 - 149999,1,0,1
221300151364.0,5000.0,1.0,7.0,Single,75000 - 99999,1,0,0
221300151229.0,80372.176,1.0,1.0,,75000 - 99999,1,0,0
221300140647.0,57500.0,1.0,8.0,Married,50000 - 74999,1,1,1
221300129506.0,250000.0,0.0,15.0,Married,100000 - 124999,1,0,1
221300698750.0,70000.0,1.0,5.0,Married,50000 - 74999,1,0,1
221302938500.0,125000.0,1.0,14.0,Single,100000 - 124999,1,1,1
221302935044.0,70000.0,0.0,10.0,Married,75000 - 99999,1,1,1
221302932457.0,22500.0,0.0,3.0,Single,100000 - 124999,1,1,0
221300437534.0,80372.176,0.0,0.0,,150000 - 174999,1,0,1
221300425669.0,62500.0,1.0,3.0,Married,175000 - 199999,0,0,1
221301017729.0,27500.0,1.0,15.0,Married,50000 - 74999,1,1,1
221301013686.0,87500.0,0.0,15.0,Married,125000 - 149999,1,0,1
221301010991.0,80372.176,0.0,0.0,,,0,0,1
221301067891.0,37500.0,1.0,1.0,Married,200000 - 224999,1,0,1
221301049659.0,70000.0,1.0,5.0,Married,125000 - 149999,1,0,1
221301038097.0,87500.0,1.0,1.0,Married,225000 - 249999,1,1,1
221301037687.0,87500.0,0.0,11.0,,275000 - 299999,1,0,1
221301223413.0,47500.0,0.0,5.0,Single,125000 - 149999,1,0,1
221301220296.0,87500.0,1.0,4.0,Married,400000 - 449999,0,1,1
221301207125.0,57500.0,0.0,15.0,Married,100000 - 124999,1,0,0
221301205727.0,37500.0,1.0,6.801,,175000 - 199999,0,0,0
221301069907.0,70000.0,1.0,9.0,Married,100000 - 124999,1,0,1
221301067020.0,225000.0,1.0,7.0,Married,200000 - 224999,1,1,1
221301043998.0,17500.0,0.0,15.0,Married,50000 - 74999,1,1,1
221301120954.0,250000.0,1.0,10.0,Married,250000 - 274999,1,1,1
221301118695.0,42500.0,1.0,15.0,,75000 - 99999,1,0,0
221301116453.0,12500.0,1.0,1.0,Single,75000 - 99999,0,0,0
221301108051.0,80372.176,0.0,6.801,,300000 - 349999,0,0,0
221301293252.0,87500.0,1.0,0.0,Single,,0,0,0
221301291837.0,70000.0,0.0,0.0,,,0,0,0
221301398168.0,42500.0,0.0,5.0,Married,25000 - 49999,1,0,1
221301393770.0,22500.0,0.0,0.0,,,0,0,0
221301375646.0,32500.0,1.0,15.0,Married,50000 - 74999,1,0,0
221301366045.0,125000.0,0.0,13.0,Married,50000 - 74999,1,1,1
221301288314.0,32500.0,1.0,11.0,Married,75000 - 99999,1,1,1
221300537430.0,125000.0,0.0,2.0,Married,125000 - 149999,1,1,1
221300534436.0,57500.0,0.0,12.0,Single,125000 - 149999,1,0,1
221300542911.0,125000.0,0.0,8.0,Married,75000 - 99999,1,1,1
221300538553.0,70000.0,1.0,7.0,Married,50000 - 74999,1,0,1
221300536190.0,87500.0,1.0,15.0,Married,75000 - 99999,1,1,1
221300646134.0,62500.0,1.0,1.0,Single,150000 - 174999,0,0,1
221300639700.0,12500.0,1.0,1.0,Single,25000 - 49999,0,0,0
221300636715.0,87500.0,1.0,5.0,Married,100000 - 124999,1,1,1
221300635353.0,87500.0,0.0,15.0,Married,125000 - 149999,1,0,1
221300631929.0,57500.0,1.0,2.0,Married,300000 - 349999,0,0,0
221300623325.0,80372.176,0.0,6.801,,50000 - 74999,0,0,1
221300926168.0,80372.176,0.0,6.801,,75000 - 99999,0,0,0
221300921576.0,70000.0,1.0,8.0,Single,125000 - 149999,1,1,1
221301251807.0,70000.0,0.0,4.0,Single,50000 - 74999,1,0,1
221301776624.0,70000.0,0.0,0.0,,,0,0,1
221301775524.0,70000.0,0.0,1.0,Married,125000 - 149999,1,0,1
221301980064.0,70000.0,0.0,7.0,Single,100000 - 124999,1,0,1
221301969517.0,37500.0,1.0,5.0,Married,75000 - 99999,1,1,1
221301963748.0,125000.0,1.0,11.0,Married,75000 - 99999,1,0,1
221301821722.0,80372.176,0.0,6.801,,25000 - 49999,0,1,1
221301274765.0,70000.0,0.0,15.0,Married,100000 - 124999,1,0,1
221301268508.0,87500.0,1.0,1.0,Married,50000 - 74999,1,1,1
221301388922.0,87500.0,1.0,4.0,Married,75000 - 99999,1,0,1
221301363717.0,5000.0,1.0,4.0,Married,75000 - 99999,0,1,0
221301402468.0,57500.0,1.0,0.0,Married,,0,0,0
221301395156.0,80372.176,0.0,6.801,,200000 - 224999,0,0,1
221301386661.0,80372.176,0.0,6.801,,250000 - 274999,0,0,0
221301382531.0,125000.0,1.0,6.0,Married,125000 - 149999,1,0,1
221300622960.0,57500.0,0.0,6.801,,50000 - 74999,0,0,1
221300621616.0,87500.0,1.0,1.0,Married,200000 - 224999,0,0,1
221300652079.0,87500.0,1.0,3.0,Married,100000 - 124999,1,0,1
221303238909.0,125000.0,1.0,5.0,Single,75000 - 99999,1,0,1
221303238641.0,70000.0,0.0,6.0,Single,100000 - 124999,1,1,1
221303298985.0,70000.0,0.0,15.0,Single,100000 - 124999,1,1,0
221303297179.0,80372.176,0.0,6.801,,125000 - 149999,0,0,1
221303287894.0,80372.176,0.0,0.0,,,0,0,1
221303283731.0,17500.0,1.0,3.0,Single,500000 - 749999,1,0,1
221303257950.0,87500.0,0.0,3.0,Single,100000 - 124999,1,1,1
221303256073.0,47500.0,1.0,7.0,Single,50000 - 74999,1,1,1
221303244833.0,80372.176,0.0,0.0,,100000 - 124999,1,0,1
221303238124.0,32500.0,1.0,8.0,Married,175000 - 199999,1,0,1
221303237438.0,125000.0,1.0,9.0,Married,125000 - 149999,1,1,1
221303236554.0,80372.176,0.0,0.0,,75000 - 99999,1,1,1
221303236141.0,225000.0,1.0,2.0,Married,150000 - 174999,1,0,1
221303235530.0,27500.0,0.0,15.0,Single,50000 - 74999,1,0,0
221303215566.0,87500.0,0.0,9.0,Single,150000 - 174999,1,0,1
221303207843.0,47500.0,0.0,9.0,Married,100000 - 124999,1,0,1
221303197110.0,70000.0,1.0,1.0,Single,75000 - 99999,0,0,1
221303193048.0,125000.0,1.0,9.0,Married,75000 - 99999,1,0,1
221303188776.0,42500.0,1.0,2.0,Married,50000 - 74999,0,1,0
221301669009.0,125000.0,1.0,1.0,Married,200000 - 224999,1,1,1
221301654366.0,80372.176,0.0,6.801,,50000 - 74999,0,0,1
221301651916.0,87500.0,0.0,0.0,Single,125000 - 149999,1,0,1
221301651153.0,87500.0,0.0,0.0,,,0,0,1
221301650711.0,80372.176,0.0,6.801,,125000 - 149999,0,0,1
221301650418.0,125000.0,0.0,6.801,Single,150000 - 174999,0,1,1
221301647553.0,62500.0,0.0,0.0,,75000 - 99999,0,1,1
221301644459.0,22500.0,0.0,3.0,,75000 - 99999,1,0,0
221301643187.0,80372.176,0.0,1.0,,125000 - 149999,0,0,1
221301642496.0,27500.0,1.0,1.0,Single,100000 - 124999,0,0,1
221302841030.0,70000.0,1.0,2.0,,100000 - 124999,1,0,0
221302840375.0,125000.0,1.0,5.0,Married,100000 - 124999,1,1,1
221302838205.0,62500.0,1.0,1.0,Married,125000 - 149999,0,0,0
221302837147.0,80372.176,0.0,6.801,,75000 - 99999,0,0,1
221302999853.0,27500.0,0.0,6.0,Single,25000 - 49999,1,0,1
221303072242.0,27500.0,0.0,14.0,Married,50000 - 74999,1,0,1
221303071125.0,70000.0,0.0,2.0,Single,75000 - 99999,1,1,1
221303070849.0,37500.0,1.0,7.0,Married,125000 - 149999,1,0,1
221302881541.0,125000.0,1.0,9.0,Single,125000 - 149999,1,1,1
221303275109.0,87500.0,1.0,4.0,Single,75000 - 99999,1,1,1
221303273836.0,87500.0,0.0,4.0,Married,125000 - 149999,1,0,1
221303268878.0,87500.0,1.0,1.0,Married,300000 - 349999,1,0,0
221303259484.0,47500.0,0.0,3.0,Single,50000 - 74999,1,0,1
221303252655.0,80372.176,1.0,7.0,Married,1000 - 24999,1,0,0
221302906835.0,125000.0,0.0,0.0,,,0,0,1
221302068016.0,42500.0,0.0,15.0,Married,25000 - 49999,1,0,1
221302047527.0,47500.0,0.0,15.0,Single,25000 - 49999,1,1,1
221302262062.0,87500.0,1.0,2.0,Married,75000 - 99999,1,1,1
221302262032.0,57500.0,0.0,15.0,Single,75000 - 99999,1,0,1
221302258847.0,250000.0,1.0,15.0,Married,125000 - 149999,1,1,1
221302252102.0,225000.0,1.0,7.0,Married,125000 - 149999,1,1,1
221302244718.0,250000.0,0.0,15.0,Married,125000 - 149999,1,0,0
221302236491.0,125000.0,0.0,4.0,Married,150000 - 174999,1,1,1
221302226779.0,62500.0,0.0,9.0,Married,75000 - 99999,1,0,1
221302343550.0,80372.176,0.0,6.801,,150000 - 174999,0,0,1
221302340657.0,62500.0,1.0,4.0,Married,150000 - 174999,1,1,1
221302331764.0,70000.0,1.0,2.0,,150000 - 174999,0,0,1
221302330003.0,125000.0,0.0,7.0,Married,100000 - 124999,1,0,1
221302372495.0,125000.0,1.0,2.0,Single,100000 - 124999,1,0,1
221302366409.0,125000.0,0.0,2.0,Single,75000 - 99999,1,1,1
221302362853.0,87500.0,1.0,7.0,Single,175000 - 199999,1,1,1
221302362805.0,80372.176,0.0,5.0,Single,250000 - 274999,0,1,1
221302361908.0,80372.176,0.0,0.0,,,0,0,1
221302355851.0,52500.0,0.0,7.0,Single,225000 - 249999,0,0,0
221302354008.0,17500.0,0.0,13.0,Married,25000 - 49999,1,0,1
221302352475.0,47500.0,0.0,15.0,Married,1000 - 24999,1,0,1
221300855125.0,32500.0,1.0,0.0,Married,,0,0,1
221300854867.0,162500.0,0.0,2.0,Single,175000 - 199999,0,0,1
221300974369.0,87500.0,0.0,11.0,Married,275000 - 299999,1,1,1
221300966429.0,70000.0,1.0,15.0,Single,100000 - 124999,1,1,1
221300963545.0,17500.0,0.0,15.0,Single,100000 - 124999,1,0,1
221300959113.0,62500.0,1.0,7.0,Single,75000 - 99999,1,1,1
221300931382.0,70000.0,1.0,5.0,Single,75000 - 99999,1,0,1
221300746664.0,37500.0,1.0,4.0,Married,300000 - 349999,1,0,1
221300736168.0,70000.0,1.0,2.0,Single,75000 - 99999,1,0,1
221301243531.0,47500.0,1.0,6.0,Married,75000 - 99999,1,1,1
221301232616.0,125000.0,0.0,4.0,Single,125000 - 149999,1,0,1
221301232403.0,70000.0,1.0,15.0,Married,100000 - 124999,1,0,1
221301726385.0,125000.0,1.0,5.0,Married,200000 - 224999,1,1,1
221301710103.0,32500.0,0.0,1.0,Single,50000 - 74999,0,0,0
221301765523.0,42500.0,0.0,0.0,Single,,0,0,0
221301761610.0,250000.0,0.0,0.0,,,0,0,1
221302041158.0,70000.0,1.0,15.0,Single,150000 - 174999,1,0,1
221301541595.0,87500.0,1.0,9.0,Single,225000 - 249999,1,1,1
221301531752.0,27500.0,0.0,1.0,Single,125000 - 149999,0,1,1
221301530844.0,250000.0,1.0,7.0,Married,250000 - 274999,1,0,1
221301804906.0,125000.0,0.0,0.0,,,0,0,0
221301804895.0,12500.0,0.0,0.0,,,0,0,0
221301800427.0,32500.0,1.0,5.0,Married,25000 - 49999,1,0,0
221301795494.0,37500.0,1.0,0.0,Single,,0,0,1
221301788999.0,125000.0,0.0,11.0,Married,350000 - 399999,1,1,1
221301779029.0,37500.0,0.0,0.0,,,0,0,1
221301716159.0,125000.0,1.0,3.0,Married,150000 - 174999,1,1,1
221301716154.0,87500.0,1.0,3.0,Married,150000 - 174999,1,0,1
221301708470.0,80372.176,0.0,1.0,,25000 - 49999,1,0,0
221301707487.0,125000.0,0.0,3.0,Married,225000 - 249999,1,0,1
221301707220.0,62500.0,0.0,3.0,Single,75000 - 99999,1,0,1
221300982016.0,225000.0,1.0,1.0,Married,225000 - 249999,1,0,1
221301900595.0,125000.0,1.0,8.0,Married,175000 - 199999,1,1,1
221301899500.0,125000.0,0.0,2.0,Married,75000 - 99999,1,0,1
221301895621.0,125000.0,1.0,10.0,Married,125000 - 149999,1,0,1
221301889812.0,87500.0,0.0,1.0,Single,50000 - 74999,1,0,1
221301881629.0,47500.0,0.0,4.0,Single,50000 - 74999,1,0,1
221301873830.0,80372.176,0.0,15.0,Single,175000 - 199999,0,1,1
221301421999.0,125000.0,1.0,1.0,Married,50000 - 74999,1,0,1
221301418480.0,225000.0,0.0,15.0,Married,200000 - 224999,1,0,1
221301416938.0,80372.176,0.0,6.801,,100000 - 124999,0,0,1
221301415426.0,62500.0,0.0,14.0,Married,50000 - 74999,1,0,1
221301414855.0,80372.176,1.0,3.0,,250000 - 274999,1,0,1
221301407622.0,47500.0,1.0,0.0,Married,,0,0,0
221301407400.0,17500.0,1.0,12.0,Single,50000 - 74999,0,0,1
221301392932.0,125000.0,0.0,14.0,Married,275000 - 299999,1,1,1
221301382746.0,17500.0,0.0,6.0,Single,100000 - 124999,1,0,1
221301281945.0,80372.176,0.0,15.0,Single,50000 - 74999,1,0,0
221301269184.0,87500.0,1.0,15.0,Married,50000 - 74999,1,0,1
221301266602.0,250000.0,1.0,9.0,Married,300000 - 349999,1,0,1
221301247230.0,42500.0,1.0,5.0,Married,125000 - 149999,1,1,1
221301243485.0,37500.0,1.0,5.0,Married,75000 - 99999,1,1,1
221301240797.0,47500.0,1.0,5.0,Single,75000 - 99999,1,0,1
221301426859.0,17500.0,0.0,8.0,Single,125000 - 149999,1,0,1
